ClientID,ClientStatus,Company,YearsAsCustomer
CLI-11435,Gold,Tyrell Corp,17
CLI-11489,Silver,Wonka Inc.,14
CLI-11594,Gold,Wonka Inc.,2
CLI-11679,Platinum,Cyberdyne,2
CLI-11685,Silver,Globex,14
CLI-11702,Gold,Tyrell Corp,14
CLI-11736,Gold,Umbrella,13
CLI-11739,Platinum,Umbrella,4
CLI-11874,Silver,Stark Industries,16
CLI-11904,Silver,Wonka Inc.,3
CLI-12735,Silver,Initech,6
CLI-12940,Silver,Umbrella,8
CLI-13220,Silver,Cyberdyne,9
CLI-13552,Gold,Wonka Inc.,6
CLI-13618,Silver,Massive Dynamic,13
CLI-13799,Silver,AcmeCorp,11
CLI-14116,Silver,Wayne Enterprises,15
CLI-14132,Gold,Tyrell Corp,12
CLI-14504,Platinum,Globex,13
CLI-14518,Platinum,Globex,15
CLI-14544,Silver,Stark Industries,9
CLI-14587,Silver,Stark Industries,10
CLI-14795,Silver,Massive Dynamic,15
CLI-15303,Gold,Massive Dynamic,10
CLI-15361,Gold,Umbrella,7
CLI-15362,Silver,Initech,12
CLI-15458,Platinum,Soylent Corp,17
CLI-15459,Silver,Stark Industries,6
CLI-15478,Silver,Globex,17
CLI-15588,Platinum,Umbrella,15
CLI-15711,Platinum,Tyrell Corp,3
CLI-15767,Platinum,Soylent Corp,2
CLI-15873,Silver,Massive Dynamic,8
CLI-15958,Platinum,Globex,19
CLI-16103,Gold,Umbrella,7
CLI-16250,Gold,Globex,19
CLI-16253,Gold,Stark Industries,8
CLI-16302,Platinum,Tyrell Corp,2
CLI-16311,Platinum,Globex,14
CLI-16331,Platinum,Stark Industries,19
CLI-16393,Silver,Soylent Corp,2
CLI-16419,Gold,Cyberdyne,2
CLI-16423,Gold,Globex,18
CLI-16499,Gold,Wonka Inc.,5
CLI-16584,Gold,Globex,12
CLI-16649,Silver,Wonka Inc.,16
CLI-16690,Platinum,Tyrell Corp,1
CLI-16983,Platinum,Tyrell Corp,14
CLI-17011,Platinum,AcmeCorp,12
CLI-17148,Platinum,Wayne Enterprises,11
CLI-17315,Silver,Initech,6
CLI-17423,Silver,Stark Industries,5
CLI-17436,Platinum,Tyrell Corp,2
CLI-17440,Platinum,Wonka Inc.,7
CLI-17468,Silver,Wayne Enterprises,20
CLI-17534,Silver,Massive Dynamic,8
CLI-17562,Platinum,Initech,5
CLI-17573,Platinum,Globex,10
CLI-17616,Gold,Wayne Enterprises,18
CLI-17880,Platinum,Tyrell Corp,1
CLI-17886,Platinum,Umbrella,13
CLI-17903,Silver,Stark Industries,20
CLI-18167,Silver,AcmeCorp,18
CLI-18181,Silver,Wayne Enterprises,14
CLI-1355,Gold,Wonka Inc.,11
CLI-1381,Gold,Stark Industries,18
CLI-1556,Platinum,Cyberdyne,15
CLI-1580,Gold,Soylent Corp,6
CLI-1585,Silver,Massive Dynamic,11
CLI-1659,Silver,Stark Industries,9
CLI-1664,Platinum,Massive Dynamic,11
CLI-1681,Gold,Stark Industries,17
CLI-1690,Platinum,Stark Industries,4
CLI-1695,Platinum,Globex,1
CLI-1758,Platinum,Tyrell Corp,4
CLI-1764,Platinum,Cyberdyne,5
CLI-1803,Platinum,Globex,4
CLI-1808,Gold,Initech,9
CLI-1816,Platinum,Massive Dynamic,14
CLI-1820,Platinum,Stark Industries,15
CLI-1832,Platinum,Globex,13
CLI-1845,Platinum,Umbrella,15
CLI-1893,Platinum,Soylent Corp,8
CLI-1980,Gold,Massive Dynamic,12
CLI-1990,Silver,Stark Industries,19
CLI-2026,Silver,Wayne Enterprises,15
CLI-2039,Platinum,Wonka Inc.,12
CLI-2081,Silver,AcmeCorp,15
CLI-2118,Platinum,Massive Dynamic,2
CLI-2137,Gold,Wonka Inc.,1
CLI-2142,Gold,Soylent Corp,13
CLI-2171,Silver,Cyberdyne,16
CLI-2193,Silver,Wonka Inc.,9
CLI-2206,Gold,Wayne Enterprises,3
CLI-2284,Platinum,AcmeCorp,2
CLI-2310,Silver,Cyberdyne,9
CLI-2322,Platinum,Stark Industries,12
CLI-2329,Platinum,Initech,11
CLI-2401,Gold,Tyrell Corp,7
CLI-2422,Platinum,Umbrella,13
CLI-2437,Silver,Umbrella,15
CLI-2488,Silver,AcmeCorp,3
CLI-2500,Gold,Wayne Enterprises,2
CLI-2513,Silver,Stark Industries,18
CLI-2528,Gold,Soylent Corp,4
CLI-2548,Gold,Wonka Inc.,1
CLI-2568,Platinum,Soylent Corp,15
CLI-2591,Silver,Globex,1
CLI-2599,Gold,Wonka Inc.,7
CLI-2614,Platinum,Initech,6
CLI-2627,Silver,Initech,20
CLI-2637,Platinum,Wayne Enterprises,13
CLI-2661,Platinum,Wonka Inc.,1
CLI-2674,Platinum,Tyrell Corp,14
CLI-2695,Platinum,Stark Industries,10
CLI-2703,Platinum,Soylent Corp,10
CLI-2802,Gold,Wonka Inc.,2
CLI-2869,Silver,Tyrell Corp,2
CLI-2897,Gold,Soylent Corp,1
CLI-2905,Gold,Initech,14
CLI-2919,Silver,Wonka Inc.,19
CLI-2935,Silver,Cyberdyne,12
CLI-2953,Silver,AcmeCorp,1
CLI-2980,Silver,Massive Dynamic,13
CLI-3056,Silver,Soylent Corp,6
CLI-3074,Gold,Stark Industries,18
CLI-3171,Gold,Soylent Corp,12
CLI-3205,Gold,Wonka Inc.,10
CLI-3231,Silver,Tyrell Corp,19
CLI-3248,Platinum,Soylent Corp,15
CLI-3261,Platinum,Wonka Inc.,1
CLI-3265,Silver,Wonka Inc.,2
CLI-3285,Gold,Soylent Corp,19
CLI-3318,Silver,Tyrell Corp,8
CLI-3329,Gold,Globex,15
CLI-3339,Platinum,Globex,9
CLI-3342,Gold,Wonka Inc.,20
CLI-3354,Silver,Globex,2
CLI-3402,Platinum,Globex,10
CLI-3442,Silver,Stark Industries,15
CLI-3475,Gold,Wonka Inc.,16
CLI-3494,Gold,Soylent Corp,18
CLI-3524,Platinum,AcmeCorp,13
CLI-3543,Platinum,Wonka Inc.,17
CLI-3606,Gold,Cyberdyne,19
CLI-3622,Gold,Cyberdyne,4
CLI-3629,Gold,AcmeCorp,14
CLI-3713,Silver,Massive Dynamic,6
CLI-3762,Platinum,Tyrell Corp,13
CLI-3792,Gold,Soylent Corp,2
CLI-3801,Gold,Globex,17
CLI-3808,Gold,Globex,6
CLI-3816,Platinum,AcmeCorp,20
CLI-3823,Platinum,Stark Industries,11
CLI-3841,Gold,Stark Industries,10
CLI-3849,Gold,Cyberdyne,8
CLI-3969,Silver,Cyberdyne,16
CLI-3977,Gold,Initech,13
CLI-3983,Platinum,Cyberdyne,14
CLI-4031,Gold,Initech,15
CLI-4039,Platinum,AcmeCorp,8
CLI-4047,Platinum,Wonka Inc.,1
CLI-4057,Gold,Stark Industries,8
CLI-4062,Silver,Massive Dynamic,16
CLI-4070,Platinum,Wonka Inc.,5
CLI-4079,Silver,Wonka Inc.,1
CLI-4082,Gold,Stark Industries,16
CLI-4103,Platinum,Wonka Inc.,16
CLI-4126,Silver,Stark Industries,6
CLI-4136,Gold,Soylent Corp,18
CLI-4155,Platinum,AcmeCorp,20
CLI-4191,Silver,Wayne Enterprises,7
CLI-4196,Silver,Stark Industries,15
CLI-4220,Silver,Tyrell Corp,4
CLI-4229,Gold,Globex,3
CLI-4272,Silver,Umbrella,13
CLI-4279,Silver,Soylent Corp,9
CLI-4305,Silver,Massive Dynamic,13
CLI-4326,Gold,Tyrell Corp,12
CLI-4341,Platinum,Stark Industries,15
CLI-4388,Platinum,Stark Industries,7
CLI-4437,Silver,Cyberdyne,7
CLI-4449,Silver,Cyberdyne,16
CLI-4454,Gold,Umbrella,13
CLI-4478,Platinum,Wayne Enterprises,5
CLI-4486,Platinum,Stark Industries,9
CLI-4504,Silver,Wonka Inc.,18
CLI-4537,Silver,Initech,3
CLI-4543,Gold,Initech,11
CLI-4576,Gold,Massive Dynamic,8
CLI-4595,Platinum,Stark Industries,20
CLI-4601,Silver,Umbrella,20
CLI-4603,Platinum,AcmeCorp,19
CLI-4668,Platinum,Stark Industries,10
CLI-4695,Platinum,Wayne Enterprises,6
CLI-4702,Platinum,Umbrella,2
CLI-4708,Silver,Wonka Inc.,7
CLI-4710,Platinum,Wayne Enterprises,2
CLI-4731,Gold,Wonka Inc.,14
CLI-4776,Gold,Wayne Enterprises,5
CLI-4825,Gold,Stark Industries,17
CLI-4830,Platinum,Soylent Corp,6
CLI-4840,Gold,Umbrella,3
CLI-4859,Gold,Initech,4
CLI-4889,Silver,Globex,16
CLI-4892,Gold,Cyberdyne,17
CLI-4898,Silver,Globex,9
CLI-4930,Silver,Soylent Corp,1
CLI-4945,Gold,AcmeCorp,10
CLI-4961,Platinum,Cyberdyne,13
CLI-5031,Platinum,AcmeCorp,16
CLI-5034,Platinum,Tyrell Corp,11
CLI-5044,Platinum,Tyrell Corp,15
CLI-5047,Platinum,Cyberdyne,11
CLI-5133,Platinum,Umbrella,3
CLI-5140,Silver,Globex,18
CLI-5147,Gold,Umbrella,1
CLI-5157,Gold,Umbrella,20
CLI-5166,Silver,Globex,4
CLI-5212,Platinum,Tyrell Corp,11
CLI-5242,Gold,Umbrella,4
CLI-5248,Silver,Massive Dynamic,11
CLI-5326,Platinum,Tyrell Corp,13
CLI-5366,Silver,Wayne Enterprises,12
CLI-5373,Silver,Tyrell Corp,15
CLI-5399,Silver,Stark Industries,15
CLI-5409,Platinum,Wayne Enterprises,17
CLI-5425,Platinum,AcmeCorp,16
CLI-5432,Silver,AcmeCorp,3
CLI-5443,Gold,Soylent Corp,5
CLI-5495,Platinum,Tyrell Corp,20
CLI-5515,Platinum,Initech,18
CLI-5529,Platinum,Umbrella,6
CLI-5536,Gold,AcmeCorp,1
CLI-5563,Gold,Umbrella,12
CLI-5600,Platinum,Umbrella,15
CLI-5604,Platinum,Stark Industries,3
CLI-5611,Silver,Wayne Enterprises,8
CLI-5622,Platinum,Initech,20
CLI-5654,Silver,Wayne Enterprises,5
CLI-5669,Platinum,Massive Dynamic,20
CLI-5681,Silver,Umbrella,7
CLI-5682,Gold,Massive Dynamic,12
CLI-5690,Gold,Wayne Enterprises,14
CLI-5709,Platinum,Massive Dynamic,18
CLI-5732,Gold,Massive Dynamic,6
CLI-5781,Gold,Globex,10
CLI-5796,Platinum,Umbrella,6
CLI-5835,Platinum,Umbrella,2
CLI-5860,Gold,Massive Dynamic,1
CLI-5876,Platinum,Globex,5
CLI-5896,Platinum,Cyberdyne,9
CLI-5915,Gold,Initech,16
CLI-5921,Silver,Cyberdyne,7
CLI-5925,Platinum,Soylent Corp,20
CLI-5964,Silver,Massive Dynamic,17
CLI-5975,Silver,AcmeCorp,17
CLI-6010,Gold,AcmeCorp,4
CLI-6018,Platinum,Umbrella,6
CLI-6025,Silver,Tyrell Corp,9
CLI-6037,Gold,AcmeCorp,8
CLI-6042,Gold,Wonka Inc.,9
CLI-6064,Silver,Massive Dynamic,9
CLI-6104,Platinum,Wayne Enterprises,8
CLI-6147,Gold,Stark Industries,10
CLI-6163,Silver,Stark Industries,9
CLI-6173,Platinum,Cyberdyne,9
CLI-6189,Silver,Cyberdyne,5
CLI-6229,Platinum,Stark Industries,10
CLI-6245,Gold,Tyrell Corp,16
CLI-6255,Silver,AcmeCorp,1
CLI-6265,Gold,Soylent Corp,17
CLI-6299,Gold,Stark Industries,7
CLI-6332,Platinum,Globex,10
CLI-6338,Gold,Tyrell Corp,18
CLI-6342,Platinum,Tyrell Corp,13
CLI-6359,Silver,Wonka Inc.,20
CLI-6371,Gold,Tyrell Corp,4
CLI-6382,Silver,Cyberdyne,12
CLI-6385,Silver,Wayne Enterprises,17
CLI-6398,Platinum,AcmeCorp,1
CLI-6407,Platinum,Umbrella,16
CLI-6462,Silver,Wonka Inc.,14
CLI-6510,Gold,Stark Industries,14
CLI-6524,Gold,AcmeCorp,20
CLI-6528,Silver,Massive Dynamic,14
CLI-6563,Platinum,AcmeCorp,7
CLI-6569,Platinum,Initech,1
CLI-6596,Platinum,Soylent Corp,10
CLI-6615,Gold,AcmeCorp,16
CLI-6625,Silver,Umbrella,18
CLI-6632,Silver,Wonka Inc.,12
CLI-6637,Gold,Wonka Inc.,7
CLI-6675,Platinum,Massive Dynamic,10
CLI-6688,Gold,Soylent Corp,10
CLI-6693,Platinum,Soylent Corp,9
CLI-6707,Gold,Cyberdyne,6
CLI-6765,Gold,Cyberdyne,13
CLI-6778,Platinum,Massive Dynamic,1
CLI-6788,Silver,Massive Dynamic,17
CLI-6806,Gold,Soylent Corp,18
CLI-6821,Silver,Umbrella,3
CLI-6824,Platinum,Massive Dynamic,11
CLI-6832,Platinum,Stark Industries,17
CLI-6845,Gold,Initech,15
CLI-6851,Platinum,Stark Industries,6
CLI-6870,Platinum,Massive Dynamic,4
CLI-6924,Gold,Initech,20
CLI-6930,Gold,Soylent Corp,3
CLI-6996,Platinum,Tyrell Corp,7
CLI-7002,Gold,Stark Industries,5
CLI-7010,Silver,Wayne Enterprises,14
CLI-7032,Platinum,Globex,14
CLI-7051,Silver,Stark Industries,1
CLI-7082,Silver,Wayne Enterprises,16
CLI-7101,Gold,Wonka Inc.,5
CLI-7118,Gold,Umbrella,15
CLI-7128,Silver,Umbrella,20
CLI-7146,Platinum,Soylent Corp,7
CLI-7152,Gold,Globex,5
CLI-7179,Platinum,Cyberdyne,5
CLI-7182,Gold,Soylent Corp,9
CLI-7222,Platinum,Umbrella,8
CLI-7263,Platinum,Initech,8
CLI-7266,Silver,AcmeCorp,16
CLI-7313,Silver,Massive Dynamic,5
CLI-7323,Silver,Tyrell Corp,17
CLI-7376,Silver,Soylent Corp,8
CLI-7411,Gold,Stark Industries,18
CLI-7415,Silver,Initech,14
CLI-7433,Silver,Wayne Enterprises,12
CLI-7443,Silver,Tyrell Corp,19
CLI-7506,Gold,Stark Industries,19
CLI-7529,Platinum,Umbrella,19
CLI-7550,Gold,Stark Industries,12
CLI-7564,Platinum,Umbrella,5
CLI-7570,Silver,Globex,14
CLI-7587,Platinum,Wayne Enterprises,8
CLI-7626,Gold,Globex,17
CLI-7722,Platinum,Wonka Inc.,12
CLI-7731,Silver,Cyberdyne,11
CLI-7741,Platinum,Umbrella,6
CLI-7798,Platinum,Cyberdyne,15
CLI-7803,Gold,Umbrella,1
CLI-7856,Silver,Wonka Inc.,8
CLI-7867,Silver,Soylent Corp,6
CLI-7878,Silver,Tyrell Corp,16
CLI-7936,Gold,Tyrell Corp,15
CLI-7968,Silver,Soylent Corp,17
CLI-7977,Platinum,Cyberdyne,1
CLI-8020,Platinum,Soylent Corp,20
CLI-8041,Platinum,Globex,10
CLI-8059,Gold,Initech,19
CLI-8068,Platinum,Umbrella,3
CLI-8072,Platinum,AcmeCorp,16
CLI-8114,Platinum,Cyberdyne,11
CLI-8132,Platinum,Globex,7
CLI-8195,Platinum,Tyrell Corp,10
CLI-8208,Silver,Cyberdyne,19
CLI-8230,Platinum,Soylent Corp,12
CLI-8309,Platinum,AcmeCorp,1
CLI-8332,Gold,Tyrell Corp,2
CLI-8401,Platinum,AcmeCorp,7
CLI-8408,Gold,Cyberdyne,15
CLI-8471,Platinum,Tyrell Corp,14
CLI-8483,Silver,Umbrella,16
CLI-8489,Gold,Globex,5
CLI-8514,Silver,Wonka Inc.,10
CLI-8541,Gold,AcmeCorp,8
CLI-8550,Gold,Initech,14
CLI-8563,Gold,Wonka Inc.,7
CLI-8596,Platinum,Initech,8
CLI-8622,Silver,Initech,18
CLI-8645,Gold,Wonka Inc.,12
CLI-8737,Gold,Cyberdyne,6
CLI-8785,Silver,Umbrella,2
CLI-8790,Platinum,Wayne Enterprises,3
CLI-8852,Gold,Cyberdyne,17
CLI-8857,Gold,Cyberdyne,17
CLI-8929,Gold,Globex,16
CLI-8964,Gold,Wonka Inc.,8
CLI-9008,Platinum,Cyberdyne,6
CLI-9041,Gold,AcmeCorp,3
CLI-9048,Silver,AcmeCorp,16
CLI-9062,Platinum,Globex,18
CLI-9117,Platinum,Cyberdyne,4
CLI-9118,Silver,AcmeCorp,20
CLI-9168,Silver,Globex,8
CLI-9225,Silver,Stark Industries,18
CLI-9293,Silver,Stark Industries,14
CLI-9295,Gold,AcmeCorp,10
CLI-9325,Silver,Cyberdyne,8
CLI-9354,Silver,Tyrell Corp,4
CLI-9389,Platinum,Massive Dynamic,2
CLI-9428,Silver,Massive Dynamic,19
CLI-9430,Platinum,Cyberdyne,15
CLI-9436,Gold,Globex,9
CLI-9455,Silver,AcmeCorp,3
CLI-9574,Gold,Massive Dynamic,20
CLI-9592,Silver,Globex,19
CLI-9654,Gold,Wayne Enterprises,15
CLI-9675,Silver,Stark Industries,14
CLI-9684,Gold,Umbrella,6
CLI-9724,Gold,Soylent Corp,9
CLI-9765,Silver,Globex,2
CLI-9774,Platinum,Massive Dynamic,8
CLI-9792,Silver,Globex,15
CLI-9803,Platinum,Massive Dynamic,2
CLI-9807,Silver,Stark Industries,19
CLI-9813,Platinum,Umbrella,12
CLI-9843,Platinum,Globex,12
CLI-9898,Silver,Initech,5
CLI-9905,Silver,AcmeCorp,16
CLI-9924,Platinum,Tyrell Corp,20
CLI-9930,Silver,Wayne Enterprises,9
CLI-10071,Silver,Soylent Corp,14
CLI-10077,Gold,Stark Industries,16
CLI-10108,Silver,Wonka Inc.,12
CLI-10117,Gold,Massive Dynamic,8
CLI-10131,Gold,Massive Dynamic,9
CLI-10138,Silver,Wayne Enterprises,6
CLI-10146,Silver,Globex,13
CLI-10161,Platinum,Cyberdyne,2
CLI-10215,Gold,Umbrella,15
CLI-10222,Platinum,Tyrell Corp,16
CLI-10246,Platinum,Wonka Inc.,12
CLI-10249,Silver,AcmeCorp,17
CLI-10271,Platinum,Soylent Corp,9
CLI-10310,Platinum,Tyrell Corp,19
CLI-10311,Silver,Massive Dynamic,3
CLI-10318,Platinum,Tyrell Corp,2
CLI-10344,Silver,Cyberdyne,17
CLI-10379,Platinum,Globex,10
CLI-10384,Platinum,Tyrell Corp,19
CLI-10395,Platinum,Umbrella,3
CLI-10408,Gold,Stark Industries,4
CLI-10464,Gold,Tyrell Corp,20
CLI-10483,Silver,Cyberdyne,11
CLI-10485,Gold,Tyrell Corp,14
CLI-10593,Platinum,AcmeCorp,14
CLI-10611,Silver,Tyrell Corp,2
CLI-10628,Platinum,Cyberdyne,2
CLI-10655,Gold,Stark Industries,17
CLI-10670,Gold,Cyberdyne,14
CLI-10676,Platinum,Wonka Inc.,4
CLI-10709,Platinum,Soylent Corp,6
CLI-10720,Platinum,Massive Dynamic,9
CLI-10760,Gold,Wayne Enterprises,13
CLI-10790,Platinum,Wayne Enterprises,18
CLI-10817,Platinum,Wonka Inc.,10
CLI-10842,Gold,Wayne Enterprises,12
CLI-10845,Platinum,Globex,4
CLI-10935,Gold,Initech,11
CLI-10975,Silver,Massive Dynamic,8
CLI-11009,Gold,Tyrell Corp,4
CLI-11056,Gold,Wayne Enterprises,7
CLI-11084,Gold,Wayne Enterprises,14
CLI-11093,Gold,Cyberdyne,10
CLI-11176,Gold,Wonka Inc.,9
CLI-11200,Platinum,Cyberdyne,11
CLI-11204,Silver,Stark Industries,15
CLI-11245,Gold,Wonka Inc.,14
CLI-11258,Platinum,Wonka Inc.,17
CLI-11262,Gold,Massive Dynamic,12
CLI-11282,Silver,Umbrella,6
CLI-11334,Gold,Umbrella,6
CLI-11353,Platinum,Soylent Corp,6
CLI-11356,Silver,Tyrell Corp,19
CLI-11361,Platinum,Soylent Corp,20
CLI-11377,Gold,Umbrella,19
CLI-11395,Gold,Wonka Inc.,3
CLI-11402,Gold,Wayne Enterprises,5
CLI-11421,Silver,Soylent Corp,19
CLI-11451,Gold,Tyrell Corp,12
CLI-11464,Platinum,Umbrella,15
CLI-11494,Gold,Massive Dynamic,10
CLI-11514,Platinum,Stark Industries,13
CLI-11521,Platinum,Tyrell Corp,4
CLI-11550,Silver,Initech,2
CLI-11561,Silver,Stark Industries,13
CLI-11604,Gold,Wayne Enterprises,9
CLI-11609,Gold,Globex,10
CLI-11614,Platinum,Initech,11
CLI-11632,Silver,Wonka Inc.,15
CLI-11639,Platinum,AcmeCorp,2
CLI-11652,Silver,Globex,17
CLI-11668,Gold,Wayne Enterprises,2
CLI-11675,Gold,Stark Industries,12
CLI-11683,Platinum,Wayne Enterprises,13
CLI-11725,Platinum,Soylent Corp,6
CLI-11731,Platinum,Tyrell Corp,14
CLI-11747,Silver,Wonka Inc.,7
CLI-11758,Platinum,Soylent Corp,9
CLI-11760,Platinum,Stark Industries,1
CLI-11772,Platinum,Wayne Enterprises,15
CLI-11774,Silver,Tyrell Corp,4
CLI-11778,Gold,Cyberdyne,5
CLI-11816,Silver,Cyberdyne,8
CLI-11849,Platinum,Initech,10
CLI-11857,Gold,Globex,3
CLI-11870,Platinum,Soylent Corp,11
CLI-11873,Silver,Umbrella,10
CLI-11886,Platinum,Cyberdyne,8
CLI-11978,Silver,Tyrell Corp,8
CLI-11984,Platinum,Soylent Corp,11
CLI-12016,Platinum,Massive Dynamic,14
CLI-12021,Silver,Cyberdyne,6
CLI-12142,Gold,Tyrell Corp,18
CLI-12168,Platinum,Initech,20
CLI-12175,Gold,Soylent Corp,1
CLI-12183,Platinum,Soylent Corp,11
CLI-12217,Silver,Stark Industries,4
CLI-12226,Platinum,Wayne Enterprises,10
CLI-12239,Gold,Globex,18
CLI-12304,Platinum,Tyrell Corp,11
CLI-12305,Gold,Globex,8
CLI-12312,Platinum,Massive Dynamic,5
CLI-12378,Platinum,Initech,13
CLI-12392,Gold,Massive Dynamic,5
CLI-12394,Platinum,Stark Industries,1
CLI-12417,Platinum,Umbrella,17
CLI-12428,Silver,Wonka Inc.,20
CLI-12448,Platinum,Globex,11
CLI-12482,Platinum,Stark Industries,19
CLI-12484,Gold,Massive Dynamic,18
CLI-12541,Silver,Globex,17
CLI-12573,Gold,Umbrella,12
CLI-12631,Platinum,Tyrell Corp,4
CLI-12662,Platinum,Initech,15
CLI-12717,Gold,Cyberdyne,15
CLI-12759,Gold,Globex,6
CLI-12788,Silver,AcmeCorp,19
CLI-12804,Gold,Initech,5
CLI-12806,Silver,Massive Dynamic,2
CLI-12815,Gold,Wayne Enterprises,2
CLI-12831,Gold,Soylent Corp,13
CLI-12883,Gold,AcmeCorp,19
CLI-12891,Platinum,AcmeCorp,17
CLI-12928,Platinum,Tyrell Corp,12
CLI-12936,Silver,Umbrella,7
CLI-12979,Silver,Stark Industries,13
CLI-12984,Gold,Wayne Enterprises,13
CLI-12996,Platinum,Wayne Enterprises,6
CLI-13011,Silver,Stark Industries,8
CLI-13041,Platinum,Cyberdyne,19
CLI-13047,Gold,Initech,15
CLI-13056,Platinum,Soylent Corp,3
CLI-13089,Silver,Wonka Inc.,5
CLI-13094,Silver,Stark Industries,1
CLI-13095,Silver,Wayne Enterprises,9
CLI-13195,Platinum,Cyberdyne,3
CLI-13204,Gold,Soylent Corp,17
CLI-13213,Silver,Massive Dynamic,6
CLI-13225,Silver,Stark Industries,18
CLI-13241,Platinum,Umbrella,9
CLI-13295,Platinum,Umbrella,13
CLI-13322,Platinum,Umbrella,5
CLI-13353,Silver,Umbrella,3
CLI-13374,Gold,Stark Industries,6
CLI-13381,Platinum,Umbrella,16
CLI-13385,Silver,Umbrella,15
CLI-13411,Gold,Initech,20
CLI-13455,Gold,AcmeCorp,7
CLI-13468,Silver,Initech,3
CLI-13482,Platinum,Massive Dynamic,19
CLI-13493,Platinum,AcmeCorp,20
CLI-13509,Silver,Initech,6
CLI-13529,Silver,Stark Industries,15
CLI-13538,Platinum,Stark Industries,5
CLI-13583,Silver,Stark Industries,1
CLI-13595,Platinum,Cyberdyne,11
CLI-13608,Silver,Soylent Corp,5
CLI-13661,Platinum,Initech,19
CLI-13669,Gold,Soylent Corp,7
CLI-13677,Gold,Soylent Corp,17
CLI-13732,Gold,Wayne Enterprises,20
CLI-13739,Silver,Wonka Inc.,8
CLI-13755,Platinum,Tyrell Corp,11
CLI-13768,Gold,Globex,6
CLI-13798,Gold,Globex,16
CLI-13800,Gold,Wayne Enterprises,5
CLI-13813,Gold,Initech,12
CLI-13867,Silver,Wonka Inc.,20
CLI-13898,Silver,Cyberdyne,10
CLI-13935,Silver,Massive Dynamic,16
CLI-13945,Silver,Wonka Inc.,2
CLI-13953,Platinum,Tyrell Corp,14
CLI-14029,Silver,AcmeCorp,11
CLI-14036,Platinum,Umbrella,17
CLI-14062,Platinum,AcmeCorp,13
CLI-14087,Platinum,AcmeCorp,20
CLI-14140,Platinum,Stark Industries,9
CLI-14231,Silver,Stark Industries,7
CLI-14297,Platinum,Globex,6
CLI-14319,Gold,Umbrella,9
CLI-14352,Platinum,Cyberdyne,9
CLI-14383,Gold,Initech,11
CLI-14408,Silver,AcmeCorp,8
CLI-14412,Platinum,AcmeCorp,13
CLI-14421,Gold,Massive Dynamic,7
CLI-14441,Platinum,Cyberdyne,3
CLI-14459,Platinum,Umbrella,12
CLI-14506,Platinum,Initech,17
CLI-14516,Platinum,Stark Industries,18
CLI-14527,Gold,Soylent Corp,14
CLI-14550,Platinum,Massive Dynamic,2
CLI-14591,Gold,Massive Dynamic,15
CLI-14618,Platinum,Cyberdyne,18
CLI-14628,Gold,Stark Industries,5
CLI-14638,Silver,Initech,16
CLI-14648,Platinum,Stark Industries,2
CLI-14655,Silver,Cyberdyne,5
CLI-14688,Gold,Cyberdyne,4
CLI-14736,Gold,Wonka Inc.,19
CLI-14743,Platinum,Initech,13
CLI-14748,Gold,Wonka Inc.,2
CLI-14769,Platinum,Globex,15
CLI-14776,Silver,AcmeCorp,18
CLI-14782,Silver,Wayne Enterprises,9
CLI-14824,Gold,Umbrella,9
CLI-14833,Platinum,AcmeCorp,20
CLI-14860,Platinum,Soylent Corp,9
CLI-14897,Silver,Initech,18
CLI-14907,Gold,AcmeCorp,15
CLI-14923,Gold,Stark Industries,12
CLI-14947,Platinum,Globex,10
CLI-14977,Gold,Soylent Corp,16
CLI-14990,Platinum,Stark Industries,20
CLI-15012,Gold,Initech,4
CLI-15019,Platinum,Stark Industries,12
CLI-15031,Platinum,Globex,2
CLI-15062,Gold,Globex,10
CLI-15078,Platinum,AcmeCorp,8
CLI-15082,Platinum,Cyberdyne,7
CLI-15155,Platinum,Wayne Enterprises,6
CLI-15181,Gold,Cyberdyne,4
CLI-15188,Gold,Initech,2
CLI-15218,Gold,Wayne Enterprises,13
CLI-15255,Silver,Stark Industries,5
CLI-15300,Platinum,Cyberdyne,8
CLI-15302,Silver,Stark Industries,18
CLI-15329,Gold,Soylent Corp,11
CLI-15353,Platinum,Globex,6
CLI-15374,Platinum,Soylent Corp,15
CLI-15386,Gold,Tyrell Corp,4
CLI-15407,Gold,AcmeCorp,4
CLI-15421,Gold,Umbrella,7
CLI-15432,Platinum,Stark Industries,1
CLI-15445,Gold,Wayne Enterprises,11
CLI-15462,Silver,Massive Dynamic,11
CLI-15472,Gold,AcmeCorp,12
CLI-15482,Platinum,Wayne Enterprises,10
CLI-15496,Platinum,Globex,16
CLI-15513,Silver,AcmeCorp,15
CLI-15515,Gold,Wonka Inc.,4
CLI-15532,Gold,Soylent Corp,10
CLI-15541,Gold,Globex,14
CLI-15563,Platinum,Globex,9
CLI-15570,Silver,Soylent Corp,19
CLI-15614,Gold,Initech,18
CLI-15632,Gold,Initech,1
CLI-15651,Gold,Tyrell Corp,8
CLI-15659,Gold,AcmeCorp,9
CLI-15677,Platinum,Initech,12
CLI-15685,Silver,Soylent Corp,15
CLI-15699,Gold,Wayne Enterprises,14
CLI-15717,Gold,Tyrell Corp,19
CLI-15781,Platinum,Globex,3
CLI-15792,Gold,Massive Dynamic,17
CLI-15806,Silver,Wonka Inc.,10
CLI-15819,Platinum,Tyrell Corp,2
CLI-15828,Gold,AcmeCorp,17
